P,urn:isro:isda:ch2_cho.cla:calibration:background_allevents::1.0
P,urn:isro:isda:ch2_cho.cla:calibration:class_arf_v1::1.1
P,urn:isro:isda:ch2_cho.cla:calibration:class_rmf_v1::1.0
